text,sentiment
"""We're asking people about their preferences. For example, what do you like to do in your free time?"" ""Bowl."" ""When visiting a restaurant, what material do you like for your drinking container?"" ""Glass."" ""Who is your favorite Super Mario character?"" ""Wario."" ""What is your favorite music? ""Metal."" ""And finally, what is your favorite movie franchise?"" ""Shrek."" ""Thank your very much. Those were my questions. Have a nice day, sir!"" ""Hat.""",positive
"Bonita historia, lástima que no es real. Basta con ver el pelaje de los koalas que en cada video conforme fue armado cambia totalmente; no concuerda. Y por lo visto así son todos tus videos. Que fake!",negative
I HATE AI SO MUCH WHO MADE AI A THING BECAUSE I'M NOT HAPPY 😡,negative
That's just evil 😈 😕,negative
His call end sound is fabulous. Congrats on raising a troll.,positive
You are scaring your poor cat.  Plus their ears are very sensitive.   It hurts them to have loud sounds like that.,negative
The fourth one like it’s so cute but how can cats be scared of mice? Humans are only scared of mice.,negative
@sunflower02342 oh stop it. The dog isn't harming the cat.  You people are TOO sensitive.  And I love animals,positive
I mean best,positive
That’s horrific! I can’t say what I would do to him had I caught him doing that!,negative
The betrayal! 😂😂😂😂😂,negative
How the f are u rich enough to buy like a whole bowl of wagyu for a dog,positive
That’s awesome,positive
Bass sound is mad annoying.,negative
I hate cats a stray cat just released all of our birds and keeps eating our food left outside like let the cat die,negative
I just love trying to dig himself away from his own owner😊,positive
"""Alexa play music"" #1 ""Don't touch my phone""",negative
I love seeing this! Thank you! ❤❤❤😊,positive
Ur a special kinda human rare in this 🌎 a heart of 💛thank you soooooo much🥹I myself HATE shelters no love no acceptance cold place NO dog should be locked up like prisoners then KILLED 😢,negative
❤❤❤ The poor King is in jail  !!!,negative
So AmazIng,positive
Cutest thing i love it ahhhh,positive
The clip that you saw of him hitting the cat is completely wrong. It's completely wrong. The one he's hitting is me. I'm learning to watch the full clip.,negative
some of those cats have got to have been seriously hurt. :(,negative
"Dusty Dubs is the GOAT at these animal voice overs. RxCKSTxR is decent, too but still not the best. The others out there aren't even worth mentioning.",negative
@vincentmatari3874  you’re clearly ignorant. Turtles aren’t racist and the original commenter wasn’t being racist either. Animals react to different colors🙄,negative
They get tired quickly and will drown if they can't get to a resting spot.,negative
Riding his belly down the stairs was the best 😂,positive
Thank y proud,positive
"Reminds me of the ""I .say. nice. things. about. you."" lady lol",positive
dusty douglas what the,negative
"It's so breathtaking, to see real videos, opposed to AI junk.  I needed this laugh!",positive
I dont trust this videos. You dont record that if you dont know what you are going to see... I badly suspect he knew (of he didnt put them.there) that they were ther.,negative
The other husky I love him he just whines not barks 😢 and the baby Golden retriever is like so cute 🥰,positive
"The fourth one is the leader of the biggest Mafia cat family in the area. Born in Sicily, migrated to NY and became a mafia boss",negative
Hello friends please my sports,positive
My cat was in my arms and put her paw up and disliked the video I am so sorry!! 😅,negative
"Q hermosos y agradecidos son estos bellos animalitos 💕 gracias por ayudarlos y darles amor el tiempo q estuvieron contigo,ellos te lo agradecieron con un bello abrazo 🤗",positive
"oh no, no no no no! period.😮",negative
This performance is outstanding I did not expect it to be this good.,positive
I love that😂,positive
I'm sad because the cat fell and hurt  her self 😢😢,negative
"He's terrified of hearing a Bag Pipe, that means a Scottish Fold is near.",negative
Wow they are so cute I wanna have a cat😢,positive
"His tickle, tickle feels quite terrifying!",negative
Absolutely Wonderful,positive
I love he waits patiently for her to finish before he answers 😂 ....then does the hangup sound with taking off with the phone 😂😂,positive
The first iS SOO CUTE !! ❤,positive
It’s almost like he hesitated to give it up like it was also his most special rock and he wasn’t sure if he wanted to part with it,positive
"Great, NOW I need an otter.",positive
It's vice versa. The cats are the evil meanies to the dogs. Can't even play with their toys without getting slapped,negative
I cried and cried and cried and cried,negative
Love that cat❤❤❤❤😂😂😂😂😂😂😂😅😊😊😊😊😊😊😊😊😊,positive
Some of these are animal abuse recreating an accident for views. people pulling out a camera before actually helping is gonna be a social norm for the next generation.,negative
"It's quite sad that we normalise this. Yes, it's 100% funny and I love it, but most of these dogs in the video aren't just very happy and thrilled to go for a walk, they are highly unstable and overexcited because of the lack of exercise and emotional balance, obviously to blame their owners. Most humans don't know how to live a balanced life themselves, let alone give that to their dogs.",negative
"The cat: gasp I was there... The pyramids yes YES that's it a block was dropped.... Drop on a precious soul... THAT VERY SOUL WAS ME 😰... I saw the Lord that very moment and now... I am here on a couch having flashbacks 😔... I could've been FAMOUS, FAMOUS YOU HEAR ME!!!🫵🤨",positive
Mine got mad I didn't accept his gift and threw up after he bought me a dead bird and I pointed at him 😢 😂😂😂😂😂😂 he wouldn't stop bringing them 2 me be cool,negative
Where is the arc where is it vile human,negative
This guy was astute enough to check his rock to make sure it was worth the trade. I like that kind of fair dealing.,positive
Too funny! Who besides me let this play on repeat at least 10 times!? 🐶🐕😂😂😂,positive
"They live, roaming free in several prides, on many acres of protected land (to keep poachers out) in Africa.  Kevin transports them to go on walks, visit the veterinarian, just spend time together as one would do with family, etc. Kevin has great You Tube videos of their lives on ""The Lion Whisperer"".",positive
"Fun fact! If you need to move an adult Alligator Snapping Turtle, you should wear heavy-duty gloves just in case (probably hide your legs, too) and use a shovel you don't mind having a chunk bitten out of because they are extremely aggressive adults and will bute through the metal of your shovel. put on another layer of heavy-duty gloves. another. yes, another. probably four more, actually. okay now double that. triple it. maybe a few more, just to be safe-",positive
"that kid is wide awake the whole time as well :D not moving, no reaction. just pretending and hoping",positive
